
   INFO  Server running on [http://127.0.0.1:8010].  

  Press Ctrl+C to stop the server
  2026-04-04 17:30:51 /internal/reports .................................................................. ~ 544.48ms
  2026-04-04 17:30:51 /css/app.css ....................................................................... ~ 570.43ms
  2026-04-04 17:30:51 /images/logo-sidebar.png ........................................................... ~ 602.47ms
  2026-04-04 17:30:52 /js/pwa.js .......................................................................... ~ 56.18ms
  2026-04-04 17:30:52 /sw.js ............................................................................... ~ 0.35ms
  2026-04-04 17:30:52 / .................................................................................... ~ 0.37ms
  2026-04-04 17:30:52 /offline ........................................................................... ~ 552.77ms
  2026-04-04 17:30:52 /css/app.css ....................................................................... ~ 544.77ms
  2026-04-04 17:30:52 /internal/reports/tickets ........................................................... ~ 32.54ms
  2026-04-04 17:30:52 /css/app.css ........................................................................ ~ 54.54ms
  2026-04-04 17:30:52 /images/logo-sidebar.png ............................................................ ~ 86.97ms
  2026-04-04 17:30:53 /js/pwa.js .......................................................................... ~ 56.55ms
  2026-04-04 17:30:53 /sw.js ............................................................................... ~ 0.42ms
  2026-04-04 17:30:53 / .................................................................................... ~ 1.17ms
  2026-04-04 17:30:53 /offline ............................................................................ ~ 50.71ms
  2026-04-04 17:30:53 /css/app.css ........................................................................ ~ 39.78ms
  2026-04-04 17:30:53 ..................................................................................... ~ 32.59ms
  2026-04-04 17:30:53 ..................................................................................... ~ 74.24ms
  2026-04-04 17:30:53 .................................................................................... ~ 115.36ms
  2026-04-04 17:30:54 /b2b/login .......................................................................... ~ 64.34ms
  2026-04-04 17:30:54 /css/app.css ......................................................................... ~ 1.31ms
  2026-04-04 17:30:54 /js/pwa.js .......................................................................... ~ 38.50ms
  2026-04-04 17:30:55 /sw.js ............................................................................... ~ 0.68ms
  2026-04-04 17:30:55 / .................................................................................... ~ 0.33ms
  2026-04-04 17:30:55 /offline ........................................................................... ~ 552.26ms
  2026-04-04 17:30:55 /b2b/login ......................................................................... ~ 516.97ms
  2026-04-04 17:30:55 /login ............................................................................. ~ 550.99ms
  2026-04-04 17:30:55 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:30:56 /b2b/dashboard ..................................................................... ~ 507.91ms
  2026-04-04 17:30:56 /manifest.json ..................................................................... ~ 610.08ms
  2026-04-04 17:30:56 /css/app.css ....................................................................... ~ 569.36ms
  2026-04-04 17:30:56 /images/logo-sidebar.png ............................................................ ~ 31.72ms
  2026-04-04 17:30:56 /js/pwa.js .......................................................................... ~ 52.57ms
  2026-04-04 17:30:57 /sw.js ............................................................................... ~ 0.21ms
  2026-04-04 17:30:57 / .................................................................................. ~ 503.57ms
  2026-04-04 17:30:57 /offline ........................................................................... ~ 544.29ms
  2026-04-04 17:30:57 /b2b/dashboard ..................................................................... ~ 517.49ms
  2026-04-04 17:30:57 /internal/reports/shipments ........................................................ ~ 550.75ms
  2026-04-04 17:30:57 /css/app.css ....................................................................... ~ 610.83ms
  2026-04-04 17:30:58 /manifest.json ...................................................................... ~ 53.12ms
  2026-04-04 17:30:58 .................................................................................... ~ 537.69ms
  2026-04-04 17:30:58 .................................................................................... ~ 577.81ms
  2026-04-04 17:31:05 / .................................................................................. ~ 503.00ms
  2026-04-04 17:31:05 /login ............................................................................... ~ 0.34ms
  2026-04-04 17:31:05 / .................................................................................... ~ 0.36ms
  2026-04-04 17:31:05 /login ............................................................................. ~ 505.59ms
  2026-04-04 17:31:09 /admin/login ....................................................................... ~ 515.32ms
  2026-04-04 17:31:09 /css/app.css ......................................................................... ~ 0.34ms
  2026-04-04 17:31:09 /js/pwa.js .......................................................................... ~ 35.35ms
  2026-04-04 17:31:10 /sw.js ............................................................................... ~ 9.26ms
  2026-04-04 17:31:10 / .................................................................................. ~ 510.62ms
  2026-04-04 17:31:10 /offline ........................................................................... ~ 554.36ms
  2026-04-04 17:31:11 /admin/login ....................................................................... ~ 514.73ms
  2026-04-04 17:31:11 /login ................................................................................... ~ 1s
  2026-04-04 17:31:10 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:31:11 /admin ................................................................................... ~ 1s
  2026-04-04 17:31:11 /manifest.json ........................................................................... ~ 2s
  2026-04-04 17:31:11 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:31:13 /images/logo-sidebar.png ............................................................ ~ 36.83ms
  2026-04-04 17:31:13 /js/pwa.js .......................................................................... ~ 59.80ms
  2026-04-04 17:31:13 /sw.js ............................................................................... ~ 0.32ms
  2026-04-04 17:31:13 / .................................................................................. ~ 505.50ms
  2026-04-04 17:31:13 /offline ........................................................................... ~ 546.10ms
  2026-04-04 17:31:14 /internal/reports .................................................................. ~ 502.99ms
  2026-04-04 17:31:13 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:31:14 /manifest.json ..................................................................... ~ 605.30ms
  2026-04-04 17:31:14 /css/app.css ....................................................................... ~ 598.37ms
  2026-04-04 17:31:15 /images/logo-sidebar.png ............................................................ ~ 29.98ms
  2026-04-04 17:31:15 /js/pwa.js .......................................................................... ~ 52.66ms
  2026-04-04 17:31:15 /sw.js ............................................................................... ~ 0.25ms
  2026-04-04 17:31:15 / .................................................................................. ~ 504.46ms
  2026-04-04 17:31:15 /offline ........................................................................... ~ 545.19ms
  2026-04-04 17:31:15 /internal/reports/shipments ........................................................ ~ 513.05ms
  2026-04-04 17:31:15 /css/app.css ....................................................................... ~ 578.84ms
  2026-04-04 17:31:15 /manifest.json ..................................................................... ~ 576.48ms
  2026-04-04 17:31:15 /css/app.css ....................................................................... ~ 603.96ms
  2026-04-04 17:31:16 /images/logo-sidebar.png ............................................................ ~ 32.82ms
  2026-04-04 17:31:16 /js/pwa.js .......................................................................... ~ 55.33ms
  2026-04-04 17:31:16 /sw.js ............................................................................... ~ 0.34ms
  2026-04-04 17:31:16 / .................................................................................. ~ 511.22ms
  2026-04-04 17:31:16 /offline ........................................................................... ~ 550.42ms
  2026-04-04 17:31:16 /internal/reports/shipments/export ................................................... ~ 0.20ms
  2026-04-04 17:31:16 /css/app.css ........................................................................ ~ 47.37ms
  2026-04-04 17:31:16 /manifest.json ...................................................................... ~ 47.72ms
  2026-04-04 17:31:16 .................................................................................... ~ 576.40ms
  2026-04-04 17:31:17 /admin/login ....................................................................... ~ 512.09ms
  2026-04-04 17:31:18 /css/app.css ......................................................................... ~ 0.20ms
  2026-04-04 17:31:18 /js/pwa.js .......................................................................... ~ 32.49ms
  2026-04-04 17:31:18 /sw.js ............................................................................... ~ 0.61ms
  2026-04-04 17:31:18 / .................................................................................. ~ 508.12ms
  2026-04-04 17:31:18 /offline ........................................................................... ~ 552.71ms
  2026-04-04 17:31:19 /admin/login ....................................................................... ~ 513.26ms
  2026-04-04 17:31:19 /login ................................................................................... ~ 1s
  2026-04-04 17:31:19 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:31:20 /internal .......................................................................... ~ 519.47ms
  2026-04-04 17:31:20 /manifest.json ........................................................................... ~ 1s
  2026-04-04 17:31:20 /css/app.css ....................................................................... ~ 589.63ms
  2026-04-04 17:31:20 /images/logo-sidebar.png ............................................................ ~ 30.96ms
  2026-04-04 17:31:20 /js/pwa.js .......................................................................... ~ 58.26ms
  2026-04-04 17:31:21 /sw.js ............................................................................... ~ 0.31ms
  2026-04-04 17:31:21 / .................................................................................. ~ 514.66ms
  2026-04-04 17:31:21 /offline ........................................................................... ~ 556.29ms
  2026-04-04 17:31:21 /internal/reports .................................................................. ~ 518.05ms
  2026-04-04 17:31:21 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:31:21 /manifest.json ..................................................................... ~ 632.11ms
  2026-04-04 17:31:21 /css/app.css ....................................................................... ~ 629.75ms
  2026-04-04 17:31:22 /images/logo-sidebar.png ............................................................ ~ 34.91ms
  2026-04-04 17:31:22 /js/pwa.js .......................................................................... ~ 58.71ms
  2026-04-04 17:31:22 /sw.js ............................................................................... ~ 0.20ms
  2026-04-04 17:31:22 / .................................................................................. ~ 515.32ms
  2026-04-04 17:31:22 /offline ........................................................................... ~ 556.45ms
  2026-04-04 17:31:23 /internal/reports/shipments ........................................................ ~ 511.90ms
  2026-04-04 17:31:23 /css/app.css ....................................................................... ~ 567.39ms
  2026-04-04 17:31:23 /manifest.json ..................................................................... ~ 565.17ms
  2026-04-04 17:31:23 /css/app.css ....................................................................... ~ 595.90ms
  2026-04-04 17:31:23 /images/logo-sidebar.png ............................................................ ~ 31.58ms
  2026-04-04 17:31:23 /js/pwa.js .......................................................................... ~ 53.24ms
  2026-04-04 17:31:23 /sw.js ............................................................................... ~ 0.20ms
  2026-04-04 17:31:23 / .................................................................................. ~ 508.15ms
  2026-04-04 17:31:23 /offline ........................................................................... ~ 551.50ms
  2026-04-04 17:31:24 /internal/reports/shipments/export ................................................. ~ 511.44ms
  2026-04-04 17:31:24 /css/app.css ....................................................................... ~ 562.00ms
  2026-04-04 17:31:24 /manifest.json ..................................................................... ~ 559.66ms
  2026-04-04 17:31:24 .................................................................................... ~ 588.49ms
  2026-04-04 17:31:25 /admin/login ....................................................................... ~ 505.56ms
  2026-04-04 17:31:25 /css/app.css ......................................................................... ~ 0.34ms
  2026-04-04 17:31:25 /js/pwa.js .......................................................................... ~ 29.79ms
  2026-04-04 17:31:26 /sw.js ............................................................................... ~ 0.87ms
  2026-04-04 17:31:26 / .................................................................................. ~ 517.49ms
  2026-04-04 17:31:26 /offline ........................................................................... ~ 560.31ms
  2026-04-04 17:31:26 /admin/login ....................................................................... ~ 535.95ms
  2026-04-04 17:31:27 /login ................................................................................... ~ 1s
  2026-04-04 17:31:26 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:31:27 /internal .......................................................................... ~ 503.77ms
  2026-04-04 17:31:27 /manifest.json ........................................................................... ~ 1s
  2026-04-04 17:31:27 /css/app.css ....................................................................... ~ 571.98ms
  2026-04-04 17:31:28 /images/logo-sidebar.png ............................................................ ~ 32.37ms
  2026-04-04 17:31:28 /js/pwa.js .......................................................................... ~ 56.07ms
  2026-04-04 17:31:28 /sw.js ............................................................................... ~ 0.33ms
  2026-04-04 17:31:28 / .................................................................................. ~ 509.18ms
  2026-04-04 17:31:28 /offline ........................................................................... ~ 549.99ms
  2026-04-04 17:31:28 /css/app.css ........................................................................ ~ 35.25ms
  2026-04-04 17:31:29 /manifest.json ...................................................................... ~ 32.63ms
  2026-04-04 17:31:29 /internal/reports .................................................................. ~ 581.58ms
  2026-04-04 17:31:29 /css/app.css ....................................................................... ~ 608.10ms
  2026-04-04 17:31:29 /images/logo-sidebar.png ............................................................ ~ 31.48ms
  2026-04-04 17:31:29 /js/pwa.js .......................................................................... ~ 52.13ms
  2026-04-04 17:31:29 /sw.js ............................................................................... ~ 0.30ms
  2026-04-04 17:31:29 / .................................................................................... ~ 0.26ms
  2026-04-04 17:31:29 /offline ........................................................................... ~ 556.56ms
  2026-04-04 17:31:30 /css/app.css ....................................................................... ~ 542.79ms
  2026-04-04 17:31:30 /internal/reports/shipments ......................................................... ~ 35.83ms
  2026-04-04 17:31:30 /css/app.css ........................................................................ ~ 55.46ms
  2026-04-04 17:31:30 /images/logo-sidebar.png ............................................................ ~ 87.36ms
  2026-04-04 17:31:30 /js/pwa.js .......................................................................... ~ 54.35ms
  2026-04-04 17:31:30 /sw.js ............................................................................... ~ 0.59ms
  2026-04-04 17:31:31 / .................................................................................... ~ 0.24ms
  2026-04-04 17:31:31 /offline ........................................................................... ~ 586.53ms
  2026-04-04 17:31:31 ...................................................................................... ~ 1.49ms
  2026-04-04 17:31:31 /css/app.css ....................................................................... ~ 969.22ms
  2026-04-04 17:31:31 .................................................................................... ~ 398.11ms
  2026-04-04 17:31:31 /manifest.json ..................................................................... ~ 608.95ms
  2026-04-04 17:31:32 /b2b/login ........................................................................... ~ 1.12ms
  2026-04-04 17:31:33 /css/app.css ....................................................................... ~ 513.66ms
  2026-04-04 17:31:33 /js/pwa.js ......................................................................... ~ 662.57ms
  2026-04-04 17:31:34 /sw.js ............................................................................... ~ 1.61ms
  2026-04-04 17:31:35 / ........................................................................................ ~ 1s
  2026-04-04 17:31:35 /offline ................................................................................. ~ 2s
  2026-04-04 17:31:36 /b2b/login ............................................................................... ~ 3s
  2026-04-04 17:31:37 /login ................................................................................... ~ 3s
  2026-04-04 17:31:35 /css/app.css ............................................................................. ~ 5s
  2026-04-04 17:31:41 /b2b/dashboard ..................................................................... ~ 508.30ms
  2026-04-04 17:31:39 /manifest.json ........................................................................... ~ 1s
  2026-04-04 17:31:41 /css/app.css ....................................................................... ~ 572.74ms
  2026-04-04 17:31:41 /images/logo-sidebar.png ............................................................ ~ 30.96ms
  2026-04-04 17:31:41 /js/pwa.js .......................................................................... ~ 52.94ms
  2026-04-04 17:31:42 /sw.js ............................................................................... ~ 0.65ms
  2026-04-04 17:31:42 / .................................................................................... ~ 0.37ms
  2026-04-04 17:31:42 /offline ............................................................................ ~ 41.80ms
  2026-04-04 17:31:42 /b2b/dashboard ..................................................................... ~ 542.99ms
  2026-04-04 17:31:42 /css/app.css ....................................................................... ~ 610.56ms
  2026-04-04 17:31:42 /internal/reports/shipments/export .................................................. ~ 28.25ms
  2026-04-04 17:31:42 /manifest.json ..................................................................... ~ 574.06ms
  2026-04-04 17:31:42 .................................................................................... ~ 551.79ms
  2026-04-04 17:31:48 / .................................................................................. ~ 507.64ms
  2026-04-04 17:31:49 /login ............................................................................... ~ 0.34ms
  2026-04-04 17:31:49 / .................................................................................... ~ 0.32ms
  2026-04-04 17:31:49 /login ............................................................................. ~ 508.16ms
  2026-04-04 17:31:52 /admin/login ......................................................................... ~ 3.42ms
  2026-04-04 17:31:52 /css/app.css ......................................................................... ~ 0.29ms
  2026-04-04 17:31:52 /js/pwa.js .......................................................................... ~ 30.14ms
  2026-04-04 17:31:53 /sw.js ............................................................................... ~ 1.04ms
  2026-04-04 17:31:53 / .................................................................................. ~ 514.85ms
  2026-04-04 17:31:53 /offline ........................................................................... ~ 553.52ms
  2026-04-04 17:31:53 /admin/login ....................................................................... ~ 507.75ms
  2026-04-04 17:31:53 /login ............................................................................. ~ 536.27ms
  2026-04-04 17:31:53 /css/app.css ....................................................................... ~ 601.69ms
  2026-04-04 17:31:54 /admin ............................................................................. ~ 511.55ms
  2026-04-04 17:31:54 /manifest.json ..................................................................... ~ 604.47ms
  2026-04-04 17:31:54 /css/app.css ....................................................................... ~ 571.09ms
  2026-04-04 17:31:54 /images/logo-sidebar.png ............................................................ ~ 28.76ms
  2026-04-04 17:31:54 /js/pwa.js .......................................................................... ~ 51.66ms
  2026-04-04 17:31:54 /sw.js ............................................................................... ~ 0.26ms
  2026-04-04 17:31:54 / .................................................................................. ~ 503.47ms
  2026-04-04 17:31:54 /offline ........................................................................... ~ 544.54ms
  2026-04-04 17:31:55 /css/app.css ........................................................................ ~ 34.58ms
  2026-04-04 17:31:55 /internal/reports .................................................................. ~ 540.78ms
  2026-04-04 17:31:55 /css/app.css ....................................................................... ~ 570.41ms
  2026-04-04 17:31:55 /images/logo-sidebar.png ........................................................... ~ 631.27ms
  2026-04-04 17:31:56 /js/pwa.js .......................................................................... ~ 81.99ms
  2026-04-04 17:31:56 /sw.js ............................................................................... ~ 0.27ms
  2026-04-04 17:31:56 / .................................................................................. ~ 510.82ms
  2026-04-04 17:31:56 /offline ........................................................................... ~ 549.84ms
  2026-04-04 17:31:56 /css/app.css ........................................................................ ~ 32.24ms
  2026-04-04 17:31:56 /manifest.json ...................................................................... ~ 30.81ms
  2026-04-04 17:31:56 /internal/reports/executive ........................................................ ~ 574.13ms
  2026-04-04 17:31:56 /css/app.css ....................................................................... ~ 593.01ms
  2026-04-04 17:31:57 /images/logo-sidebar.png ............................................................ ~ 30.03ms
  2026-04-04 17:31:57 /js/pwa.js .......................................................................... ~ 51.19ms
  2026-04-04 17:31:57 /sw.js ............................................................................... ~ 0.28ms
  2026-04-04 17:31:57 / .................................................................................... ~ 0.43ms
  2026-04-04 17:31:57 /offline ............................................................................ ~ 46.61ms
  2026-04-04 17:31:57 /css/app.css ........................................................................ ~ 88.58ms
  2026-04-04 17:31:57 /manifest.json ...................................................................... ~ 74.30ms
  2026-04-04 17:31:57 .................................................................................... ~ 564.66ms
  2026-04-04 17:31:57 .................................................................................... ~ 603.76ms
  2026-04-04 17:31:57 /admin/login ......................................................................... ~ 0.19ms
  2026-04-04 17:31:58 /css/app.css ......................................................................... ~ 0.20ms
  2026-04-04 17:31:58 /js/pwa.js .......................................................................... ~ 28.86ms
  2026-04-04 17:31:58 /sw.js ............................................................................... ~ 0.55ms
  2026-04-04 17:31:58 / .................................................................................... ~ 0.30ms
  2026-04-04 17:31:58 /offline ........................................................................... ~ 547.02ms
  2026-04-04 17:31:59 /admin/login ....................................................................... ~ 504.52ms
  2026-04-04 17:31:59 /login ............................................................................. ~ 536.96ms
  2026-04-04 17:31:59 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:31:59 /internal .......................................................................... ~ 507.61ms
  2026-04-04 17:31:59 /manifest.json ..................................................................... ~ 612.06ms
  2026-04-04 17:31:59 /css/app.css ....................................................................... ~ 563.87ms
  2026-04-04 17:32:00 /images/logo-sidebar.png ............................................................ ~ 29.58ms
  2026-04-04 17:32:00 /js/pwa.js .......................................................................... ~ 48.61ms
  2026-04-04 17:32:00 /sw.js ............................................................................... ~ 0.31ms
  2026-04-04 17:32:00 / .................................................................................... ~ 0.26ms
  2026-04-04 17:32:00 /offline ........................................................................... ~ 511.57ms
  2026-04-04 17:32:00 /css/app.css ....................................................................... ~ 545.15ms
  2026-04-04 17:32:00 /manifest.json ...................................................................... ~ 32.85ms
  2026-04-04 17:32:00 /internal/reports .................................................................. ~ 582.91ms
  2026-04-04 17:32:00 /css/app.css ....................................................................... ~ 607.35ms
  2026-04-04 17:32:01 /images/logo-sidebar.png ............................................................ ~ 29.67ms
  2026-04-04 17:32:01 /js/pwa.js .......................................................................... ~ 51.17ms
  2026-04-04 17:32:01 /sw.js ............................................................................... ~ 0.21ms
  2026-04-04 17:32:01 / .................................................................................... ~ 0.32ms
  2026-04-04 17:32:01 /offline ............................................................................ ~ 38.73ms
  2026-04-04 17:32:01 /css/app.css ........................................................................ ~ 34.03ms
  2026-04-04 17:32:02 /internal/reports/executive ........................................................ ~ 528.78ms
  2026-04-04 17:32:02 /admin/login ....................................................................... ~ 548.03ms
  2026-04-04 17:32:02 /internal ................................................................................ ~ 1s
  2026-04-04 17:32:03 /css/app.css ......................................................................... ~ 0.56ms
  2026-04-04 17:32:03 /images/logo-sidebar.png ............................................................ ~ 30.03ms
  2026-04-04 17:32:03 /js/pwa.js .......................................................................... ~ 49.60ms
  2026-04-04 17:32:03 /sw.js ............................................................................... ~ 0.25ms
  2026-04-04 17:32:03 / .................................................................................... ~ 0.29ms
  2026-04-04 17:32:03 /offline ........................................................................... ~ 544.04ms
  2026-04-04 17:32:03 /css/app.css ....................................................................... ~ 539.95ms
  2026-04-04 17:32:03 /manifest.json ...................................................................... ~ 27.55ms
  2026-04-04 17:32:03 .......................................................................................... ~ 4s
  2026-04-04 17:32:03 .......................................................................................... ~ 4s
  2026-04-04 17:32:25 / .................................................................................... ~ 0.41ms
  2026-04-04 17:32:25 /login ............................................................................... ~ 0.52ms
  2026-04-04 17:32:25 / .................................................................................. ~ 506.38ms
  2026-04-04 17:32:25 /login ............................................................................... ~ 0.35ms
  2026-04-04 17:32:29 /admin/login ....................................................................... ~ 503.34ms
  2026-04-04 17:32:29 /css/app.css ......................................................................... ~ 0.35ms
  2026-04-04 17:32:29 /js/pwa.js .......................................................................... ~ 31.05ms
  2026-04-04 17:32:30 /sw.js ............................................................................... ~ 0.52ms
  2026-04-04 17:32:30 / .................................................................................... ~ 0.34ms
  2026-04-04 17:32:30 /offline ........................................................................... ~ 549.67ms
  2026-04-04 17:32:30 /admin/login ............................................................................. ~ 1s
  2026-04-04 17:32:30 /login ............................................................................. ~ 545.34ms
  2026-04-04 17:32:30 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:32:31 /admin ............................................................................. ~ 512.91ms
  2026-04-04 17:32:31 /manifest.json ..................................................................... ~ 621.03ms
  2026-04-04 17:32:31 /css/app.css ....................................................................... ~ 574.54ms
  2026-04-04 17:32:31 /images/logo-sidebar.png ............................................................ ~ 34.71ms
  2026-04-04 17:32:31 /js/pwa.js .......................................................................... ~ 56.28ms
  2026-04-04 17:32:32 /sw.js ............................................................................... ~ 0.41ms
  2026-04-04 17:32:32 / .................................................................................... ~ 0.20ms
  2026-04-04 17:32:32 /offline ........................................................................... ~ 543.93ms
  2026-04-04 17:32:32 /css/app.css ....................................................................... ~ 537.23ms
  2026-04-04 17:32:32 /manifest.json ...................................................................... ~ 32.66ms
  2026-04-04 17:32:32 /internal/reports .................................................................. ~ 582.02ms
  2026-04-04 17:32:32 /css/app.css ....................................................................... ~ 606.38ms
  2026-04-04 17:32:33 /images/logo-sidebar.png ............................................................ ~ 30.30ms
  2026-04-04 17:32:33 /js/pwa.js .......................................................................... ~ 54.04ms
  2026-04-04 17:32:33 /sw.js ............................................................................... ~ 0.49ms
  2026-04-04 17:32:33 / .................................................................................... ~ 0.63ms
  2026-04-04 17:32:33 /offline ........................................................................... ~ 565.15ms
  2026-04-04 17:32:33 /css/app.css ....................................................................... ~ 553.12ms
  2026-04-04 17:32:33 /manifest.json ...................................................................... ~ 29.96ms
  2026-04-04 17:32:33 /internal/reports/executive ......................................................... ~ 59.35ms
  2026-04-04 17:32:33 /css/app.css ........................................................................ ~ 81.11ms
  2026-04-04 17:32:34 /images/logo-sidebar.png ............................................................ ~ 29.13ms
  2026-04-04 17:32:34 /js/pwa.js .......................................................................... ~ 51.86ms
  2026-04-04 17:32:34 /sw.js ............................................................................... ~ 0.27ms
  2026-04-04 17:32:34 / .................................................................................. ~ 504.40ms
  2026-04-04 17:32:34 /offline ........................................................................... ~ 549.32ms
  2026-04-04 17:32:34 /css/app.css ........................................................................ ~ 34.10ms
  2026-04-04 17:32:34 /manifest.json ...................................................................... ~ 30.67ms
  2026-04-04 17:32:34 ..................................................................................... ~ 58.48ms
  2026-04-04 17:32:34 .................................................................................... ~ 101.79ms
  2026-04-04 17:32:35 /admin/login ......................................................................... ~ 8.78ms
  2026-04-04 17:32:35 /css/app.css ......................................................................... ~ 0.43ms
  2026-04-04 17:32:35 /js/pwa.js .......................................................................... ~ 35.90ms
  2026-04-04 17:32:36 /sw.js ............................................................................... ~ 9.81ms
  2026-04-04 17:32:36 / .................................................................................... ~ 0.41ms
  2026-04-04 17:32:36 /offline ........................................................................... ~ 561.14ms
  2026-04-04 17:32:36 /admin/login ............................................................................. ~ 1s
  2026-04-04 17:32:36 /login ............................................................................. ~ 552.39ms
  2026-04-04 17:32:36 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:32:37 /internal .......................................................................... ~ 506.90ms
  2026-04-04 17:32:37 /manifest.json ..................................................................... ~ 617.57ms
  2026-04-04 17:32:37 /css/app.css ....................................................................... ~ 568.91ms
  2026-04-04 17:32:37 /images/logo-sidebar.png ............................................................ ~ 30.31ms
  2026-04-04 17:32:37 /js/pwa.js .......................................................................... ~ 50.37ms
  2026-04-04 17:32:38 /sw.js ............................................................................... ~ 0.69ms
  2026-04-04 17:32:38 / .................................................................................. ~ 507.60ms
  2026-04-04 17:32:38 /offline ........................................................................... ~ 550.48ms
  2026-04-04 17:32:38 /css/app.css ........................................................................ ~ 35.37ms
  2026-04-04 17:32:38 /manifest.json ...................................................................... ~ 31.50ms
  2026-04-04 17:32:38 /internal/reports .................................................................. ~ 569.97ms
  2026-04-04 17:32:38 /css/app.css ....................................................................... ~ 596.48ms
  2026-04-04 17:32:39 /images/logo-sidebar.png ............................................................ ~ 30.93ms
  2026-04-04 17:32:39 /js/pwa.js .......................................................................... ~ 53.11ms
  2026-04-04 17:32:39 /sw.js ............................................................................... ~ 0.23ms
  2026-04-04 17:32:39 / .................................................................................... ~ 0.20ms
  2026-04-04 17:32:39 /offline ........................................................................... ~ 558.08ms
  2026-04-04 17:32:39 /internal/reports/executive .......................................................... ~ 3.59ms
  2026-04-04 17:32:39 /css/app.css ....................................................................... ~ 643.45ms
  2026-04-04 17:32:39 /manifest.json ..................................................................... ~ 656.18ms
  2026-04-04 17:32:39 .................................................................................... ~ 645.20ms
  2026-04-04 17:32:40 /admin/login ......................................................................... ~ 0.25ms
  2026-04-04 17:32:40 /css/app.css ......................................................................... ~ 0.24ms
  2026-04-04 17:32:40 /js/pwa.js .......................................................................... ~ 43.03ms
  2026-04-04 17:32:41 /sw.js ............................................................................... ~ 1.19ms
  2026-04-04 17:32:41 / .................................................................................. ~ 515.59ms
  2026-04-04 17:32:41 /offline ........................................................................... ~ 559.12ms
  2026-04-04 17:32:42 /admin/login ....................................................................... ~ 506.68ms
  2026-04-04 17:32:42 /login ................................................................................... ~ 1s
  2026-04-04 17:32:41 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:32:43 /internal .......................................................................... ~ 659.28ms
  2026-04-04 17:32:42 /manifest.json ........................................................................... ~ 1s
  2026-04-04 17:32:43 /css/app.css ....................................................................... ~ 744.93ms
  2026-04-04 17:32:43 /images/logo-sidebar.png ............................................................ ~ 45.96ms
  2026-04-04 17:32:43 /js/pwa.js .......................................................................... ~ 78.79ms
  2026-04-04 17:32:43 /sw.js .............................................................................. ~ 25.15ms
  2026-04-04 17:32:43 / .................................................................................. ~ 502.68ms
  2026-04-04 17:32:43 /offline ........................................................................... ~ 550.95ms
  2026-04-04 17:32:44 /internal/reports .................................................................. ~ 503.96ms
  2026-04-04 17:32:44 /css/app.css ....................................................................... ~ 575.98ms
  2026-04-04 17:32:44 /manifest.json ..................................................................... ~ 576.43ms
  2026-04-04 17:32:44 /icons/icon-512x512.png ............................................................ ~ 606.34ms
  2026-04-04 17:32:45 /css/app.css ........................................................................ ~ 51.30ms
  2026-04-04 17:32:45 /images/logo-sidebar.png ............................................................ ~ 54.35ms
  2026-04-04 17:32:45 /js/pwa.js .......................................................................... ~ 74.91ms
  2026-04-04 17:32:45 /sw.js ............................................................................... ~ 1.87ms
  2026-04-04 17:32:45 / .................................................................................... ~ 0.32ms
  2026-04-04 17:32:45 /offline ............................................................................ ~ 44.59ms
  2026-04-04 17:32:46 /internal/reports/executive ........................................................ ~ 510.19ms
  2026-04-04 17:32:45 /css/app.css ....................................................................... ~ 564.69ms
  2026-04-04 17:32:46 /manifest.json ..................................................................... ~ 560.38ms
  2026-04-04 17:32:46 .................................................................................... ~ 590.00ms
  2026-04-04 17:32:46 /b2b/login ......................................................................... ~ 510.96ms
  2026-04-04 17:32:46 /css/app.css ......................................................................... ~ 0.24ms
  2026-04-04 17:32:46 /js/pwa.js .......................................................................... ~ 30.83ms
  2026-04-04 17:32:47 /sw.js ............................................................................... ~ 1.06ms
  2026-04-04 17:32:47 / .................................................................................... ~ 0.25ms
  2026-04-04 17:32:47 /offline ........................................................................... ~ 540.75ms
  2026-04-04 17:32:48 /b2b/login ......................................................................... ~ 509.23ms
  2026-04-04 17:32:48 /login ............................................................................. ~ 540.35ms
  2026-04-04 17:32:47 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:32:48 /b2b/dashboard ..................................................................... ~ 513.24ms
  2026-04-04 17:32:48 /manifest.json ..................................................................... ~ 607.37ms
  2026-04-04 17:32:48 /css/app.css ....................................................................... ~ 564.50ms
